customer_id,month_end_date,arr_gbp,seats,product_modules,subscription_status,contract_end_date,list_price_per_seat,effective_price_per_seat
CUS-00001,2025-07-31,677272.19,1033,Core|Analytics|Routing|Compliance,Active,2026-07-05,819.55,655.64
CUS-00001,2025-08-31,677272.19,1033,Core|Analytics|Routing|Compliance,Active,2026-07-05,819.55,655.64
CUS-00001,2025-09-30,677272.19,1033,Core|Analytics|Routing|Compliance,Active,2026-07-05,819.55,655.64
CUS-00001,2025-10-31,677272.19,1033,Core|Analytics|Routing|Compliance,Active,2026-07-05,819.55,655.64
CUS-00001,2025-11-30,677272.19,1033,Core|Analytics|Routing|Compliance,Active,2026-07-05,819.55,655.64
CUS-00001,2025-12-31,677272.19,1033,Core|Analytics|Routing|Compliance,Active,2026-07-05,819.55,655.64
CUS-00002,2021-09-30,124800.00,208,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2021-10-31,124800.00,208,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2021-11-30,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2021-12-31,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-01-31,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-02-28,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-03-31,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-04-30,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-05-31,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-06-30,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-07-31,136200.00,227,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-08-31,153600.00,256,Core|Analytics|Routing,Active,2022-09-19,750.00,600.00
CUS-00002,2022-09-30,158208.00,256,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2022-10-31,168714.00,273,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2022-11-30,168714.00,273,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2022-12-31,168714.00,273,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-01-31,168714.00,273,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-02-28,168714.00,273,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-03-31,168714.00,273,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-04-30,168714.00,273,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-05-31,183546.00,297,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-06-30,183546.00,297,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-07-31,197142.00,319,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-08-31,209502.00,339,Core|Analytics|Routing,Active,2023-09-19,772.50,618.00
CUS-00002,2023-09-30,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2023-10-31,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2023-11-30,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2023-12-31,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-01-31,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-02-29,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-03-31,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-04-30,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-05-31,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-06-30,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-07-31,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-08-31,215787.06,339,Core|Analytics|Routing,Active,2024-09-19,795.68,636.54
CUS-00002,2024-09-30,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2024-10-31,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2024-11-30,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2024-12-31,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-01-31,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-02-28,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-03-31,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-04-30,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-05-31,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-06-30,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-07-31,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-08-31,222260.67,339,Core|Analytics|Routing,Active,2025-09-19,819.55,655.64
CUS-00002,2025-09-30,228928.49,339,Core|Analytics|Routing,Active,2026-09-19,844.13,675.31
CUS-00002,2025-10-31,253239.48,375,Core|Analytics|Routing,Active,2026-09-19,844.13,675.31
CUS-00002,2025-11-30,253239.48,375,Core|Analytics|Routing,Active,2026-09-19,844.13,675.31
CUS-00002,2025-12-31,253239.48,375,Core|Analytics|Routing,Active,2026-09-19,844.13,675.31
CUS-00003,2022-04-30,7250.00,29,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-05-31,7250.00,29,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-06-30,7250.00,29,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-07-31,7250.00,29,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-08-31,7250.00,29,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-09-30,7250.00,29,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-10-31,7250.00,29,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-11-30,6500.00,26,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2022-12-31,6500.00,26,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2023-01-31,6500.00,26,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2023-02-28,6500.00,26,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2023-03-31,6500.00,26,Core,Active,2023-04-27,277.78,250.00
CUS-00003,2023-04-30,6825.00,26,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-05-31,6825.00,26,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-06-30,7350.00,28,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-07-31,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-08-31,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-09-30,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-10-31,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-11-30,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2023-12-31,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2024-01-31,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2024-02-29,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2024-03-31,7612.50,29,Core,Active,2024-04-27,291.67,262.50
CUS-00003,2024-04-30,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-05-31,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-06-30,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-07-31,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-08-31,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-09-30,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-10-31,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-11-30,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2024-12-31,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2025-01-31,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2025-02-28,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2025-03-31,7993.12,29,Core,Active,2025-04-27,306.25,275.62
CUS-00003,2025-04-30,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-05-31,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-06-30,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-07-31,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-08-31,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-09-30,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-10-31,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-11-30,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00003,2025-12-31,8392.78,29,Core,Active,2026-04-27,321.56,289.41
CUS-00004,2025-02-28,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-03-31,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-04-30,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-05-31,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-06-30,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-07-31,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-08-31,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-09-30,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-10-31,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-11-30,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00004,2025-12-31,5250.00,21,Core,Active,2026-02-25,277.78,250.00
CUS-00005,2021-03-31,234000.00,390,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-04-30,234000.00,390,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-05-31,234000.00,390,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-06-30,234000.00,390,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-07-31,252600.00,421,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-08-31,278400.00,464,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-09-30,278400.00,464,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-10-31,278400.00,464,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-11-30,278400.00,464,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2021-12-31,278400.00,464,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2022-01-31,278400.00,464,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2022-02-28,297000.00,495,Core|Analytics|Routing|Compliance,Active,2022-03-19,750.00,600.00
CUS-00005,2022-03-31,305910.00,495,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-04-30,344226.00,557,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-05-31,344226.00,557,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-06-30,368328.00,596,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-07-31,414678.00,671,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-08-31,414678.00,671,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-09-30,414678.00,671,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-10-31,414678.00,671,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-11-30,443106.00,717,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2022-12-31,443106.00,717,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2023-01-31,443106.00,717,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2023-02-28,488838.00,791,Core|Analytics|Routing|Compliance,Active,2023-03-19,772.50,618.00
CUS-00005,2023-03-31,503503.14,791,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-04-30,503503.14,791,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-05-31,503503.14,791,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-06-30,503503.14,791,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-07-31,503503.14,791,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-08-31,503503.14,791,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-09-30,546787.86,859,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-10-31,546787.86,859,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-11-30,612351.48,962,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2023-12-31,691282.44,1086,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2024-01-31,691282.44,1086,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2024-02-29,691282.44,1086,Core|Analytics|Routing|Compliance,Active,2024-03-19,795.68,636.54
CUS-00005,2024-03-31,712020.91,1086,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-04-30,712020.91,1086,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-05-31,712020.91,1086,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-06-30,771028.17,1176,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-07-31,771028.17,1176,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-08-31,866095.42,1321,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-09-30,866095.42,1321,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-10-31,866095.42,1321,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-11-30,866095.42,1321,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2024-12-31,866095.42,1321,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2025-01-31,866095.42,1321,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2025-02-28,866095.42,1321,Core|Analytics|Routing|Compliance,Active,2025-03-19,819.55,655.64
CUS-00005,2025-03-31,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-04-30,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-05-31,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-06-30,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-07-31,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-08-31,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-09-30,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-10-31,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-11-30,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00005,2025-12-31,892078.28,1321,Core|Analytics|Routing|Compliance,Active,2026-03-19,844.13,675.31
CUS-00006,2022-05-31,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2022-06-30,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2022-07-31,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2022-08-31,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2022-09-30,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2022-10-31,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2022-11-30,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2022-12-31,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2023-01-31,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2023-02-28,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2023-03-31,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2023-04-30,15000.00,60,Core,Active,2023-05-03,277.78,250.00
CUS-00006,2023-05-31,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2023-06-30,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2023-07-31,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2023-08-31,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2023-09-30,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2023-10-31,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2023-11-30,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2023-12-31,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2024-01-31,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2024-02-29,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2024-03-31,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2024-04-30,15750.00,60,Core,Active,2024-05-03,291.67,262.50
CUS-00006,2024-05-31,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2024-06-30,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2024-07-31,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2024-08-31,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2024-09-30,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2024-10-31,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2024-11-30,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2024-12-31,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2025-01-31,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2025-02-28,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2025-03-31,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2025-04-30,16537.50,60,Core,Active,2025-05-03,306.25,275.62
CUS-00006,2025-05-31,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00006,2025-06-30,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00006,2025-07-31,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00006,2025-08-31,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00006,2025-09-30,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00006,2025-10-31,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00006,2025-11-30,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00006,2025-12-31,17364.38,60,Core,Active,2026-05-03,321.56,289.41
CUS-00007,2025-12-31,17200.00,43,Core|Analytics|Routing,Active,2026-12-22,470.59,400.00
CUS-00008,2021-06-30,168000.00,280,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2021-07-31,188400.00,314,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2021-08-31,188400.00,314,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2021-09-30,207600.00,346,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2021-10-31,207600.00,346,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2021-11-30,207600.00,346,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2021-12-31,207600.00,346,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2022-01-31,207600.00,346,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2022-02-28,207600.00,346,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2022-03-31,224400.00,374,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2022-04-30,238200.00,397,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2022-05-31,238200.00,397,Core|Analytics|Routing|Compliance,Active,2022-06-12,750.00,600.00
CUS-00008,2022-06-30,245346.00,397,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2022-07-31,245346.00,397,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2022-08-31,265122.00,429,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2022-09-30,265122.00,429,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2022-10-31,265122.00,429,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2022-11-30,291696.00,472,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2022-12-31,291696.00,472,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2023-01-31,291696.00,472,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2023-02-28,291696.00,472,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2023-03-31,291696.00,472,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2023-04-30,291696.00,472,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
CUS-00008,2023-05-31,291696.00,472,Core|Analytics|Routing|Compliance,Active,2023-06-12,772.50,618.00
